date,days since start,transect location,distance from meadow,ASU.reference,ASU,sieve size,pontogenia,ampithoe,Aoroides,small gammaridians,fat gammaridian.1,caprella,caprella californica,metacaprella kennerlyi,caprella lavescula,heterolaophonte variabillis,porcillidium,mussel,idotea resecata,sand isopod,isopod fabillina,lacuna,nereis,platyneris,eulalia,pugettia,nematode,glebocarcinus oregonensis,Elassochirus gilli,Nubalia,epiactis lisbethae,tanaid,Synopiidae.Bruzelia tuberculata.teeth at base,seastar,urchin,metacarcinus magister,mite,crangon alaskensis,alia carinata,Margarites pupillus,Lirularia succincta,trochidae snail,stalk jelly,clam,phylaplesia,crustacean larvae ,ostricod,straight copepod,drift algea wt,phyllospadix,smithora drift,zostera,fucus,kelps,crustose coraline,desmerestia,pyropia,ulva,other algea,drift.algea.richness,attached smithora,attached filamentous brown,attached ulva,attached algea richness,attached algea wt
25/06/2015,20,-120,10m,ASU,52,0.71,4,0,0,25,0,0,0,0,0,8,9,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,yes,0,0,yes,0,0,yes,0,yes,0,4,yes,0,0,1,0.01
25/06/2015,20,-120,10m,ASU,52,0.5,0,0,0,32,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,yes,0,0,yes,0,0,yes,0,yes,0,4,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,5.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,2.8,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,2,8,0,31,0,1,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,1.4,8,0,12,0,0,12,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,1,0,0,3,31,0,0,0,0,0,14,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,0.71,0,0,0,15,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,40,5m,ASU,55,0.5,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,yes,0,0,0,0,0,yes,0,2,yes,0,0,1,0.01
25/06/2015,20,0,5m,ASU,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,0,5m,ASU,44,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,0,5m,ASU,44,4,6,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,0,5m,ASU,44,2.8,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,0,5m,ASU,44,2,14,0,18,0,0,3,0,0,0,0,0,0,9,13,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,0,5m,ASU,44,1.4,38,0,120,0,0,1,0,0,0,4,0,0,12,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,0,5m,ASU,44,1,12,0,33,130,0,0,0,0,0,24,0,8,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,0,5m,ASU,44,0.71,0,0,0,45,0,0,0,0,0,4,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,0,5m,ASU,44,0.5,0,0,0,43,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,yes,0,yes,yes,0,0,0,0,yes,0,4,0,0,0,0,0
25/06/2015,20,-40,5m,ASU,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-40,5m,ASU,9,5.6,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-40,5m,ASU,9,4,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-40,5m,ASU,9,2.8,3,0,0,0,1,0,0,0,0,0,0,0,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-40,5m,ASU,9,2,12,0,12,0,3,0,0,0,0,0,0,0,1,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-40,5m,ASU,9,1.4,18,0,8,0,4,0,0,0,0,0,0,0,4,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-40,5m,ASU,9,1,22,0,8,13,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-40,5m,ASU,9,0.71,0,0,1,10,0,2,0,0,0,18,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-40,5m,ASU,9,0.5,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,yes,yes,yes,yes,yes,yes,0,0,yes,yes,8,yes,0,0,1,0.01
25/06/2015,20,-80,5m,ASU,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-80,5m,ASU,25,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-80,5m,ASU,25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-80,5m,ASU,25,2.8,4,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-80,5m,ASU,25,2,13,0,8,0,0,0,0,0,0,0,0,0,2,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-80,5m,ASU,25,1.4,2,0,6,0,3,0,0,0,0,0,0,0,0,3,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-80,5m,ASU,25,1,9,0,12,5,2,0,0,0,0,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-80,5m,ASU,25,0.71,0,0,4,8,0,1,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-80,5m,ASU,25,0.5,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,yes,0,0,0,yes,yes,0,0,3,0,0,0,0,0
25/06/2015,20,-120,5m,ASU,89,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,5m,ASU,89,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,5m,ASU,89,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,5m,ASU,89,2.8,8,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,5m,ASU,89,2,3,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,5m,ASU,89,1.4,9,0,20,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,5m,ASU,89,1,0,0,1,9,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,5m,ASU,89,0.71,0,0,0,21,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,-120,5m,ASU,89,0.5,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,yes,0,1,yes,0,0,1,0.01
25/06/2015,20,0,2m,ASU,64,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
25/06/2015,20,0,2m,ASU,64,5.6,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
25/06/2015,20,0,2m,ASU,64,4,4,1,21,0,0,0,2,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
25/06/2015,20,0,2m,ASU,64,2.8,51,0,16,0,0,0,1,0,0,0,0,0,18,11,0,7,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
25/06/2015,20,0,2m,ASU,64,2,18,0,49,0,8,7,0,2,0,0,0,0,5,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
25/06/2015,20,0,2m,ASU,64,1.4,22,0,111,0,4,21,0,0,0,0,0,0,3,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,yes,0,0,0,0,0,0,yes,yes,0,3,0,0,0,0,0
